600037.SH,2016-12-31,0.04,23.3638,0.1774,2.5981,0.0615,0.567,2.7081,3.9448,27.4682,1.0
600037.SH,2017-12-31,0.05,23.4369,0.1587,1.6802,0.06,0.6314,2.7726,1.4867,27.4795,1.0
600038.SH,2008-12-31,0.02,21.6091,0.492,8.5553,0.0778,0.5367,2.0794,4.6059,28.4325,1.0
600038.SH,2009-12-31,-0.07,21.778,0.5484,2.3415,0.0608,0.5841,2.1972,7.4603,28.5638,1.0
600038.SH,2010-12-31,-0.05,21.7237,0.506,5.3061,0.0861,0.4761,2.3026,4.9832,28.7565,1.0
600038.SH,2011-12-31,-0.05,21.7476,0.4868,6.722,0.0747,0.7597,2.3979,3.3292,28.9243,1.0
600038.SH,2012-12-31,-0.17,21.8643,0.5191,3.9038,0.0742,0.6628,2.4849,2.3197,29.0215,1.0
600038.SH,2013-12-31,-0.06,22.3299,0.6798,3.9771,0.0599,0.7156,2.5649,3.7401,29.1419,1.0
600038.SH,2014-12-31,-0.03,23.7549,0.7151,2.7435,0.055,0.6247,2.6391,3.9747,29.2376,1.0
600038.SH,2015-12-31,-0.07,23.7381,0.6964,3.5835,0.0688,0.6261,2.7081,8.4383,29.3287,1.0
600038.SH,2016-12-31,-0.03,23.8453,0.7108,4.7357,0.0655,0.7737,2.7726,2.903,29.4517,1.0
