600076.SH,2016,0.0730,-2.5412
600076.SH,2017,0.2491,-1.1033
600077.SH,2008,0.3637,-0.5594
600077.SH,2009,0.1434,-1.7874
600077.SH,2010,0.0262,-3.6160
600077.SH,2011,0.0071,-4.9354
600077.SH,2012,0.3952,-0.4256
600077.SH,2013,0.2059,-1.3496
600077.SH,2014,0.2570,-1.0619
600077.SH,2015,0.7079,0.8853
600077.SH,2016,0.0597,-2.7574
600077.SH,2017,0.4817,-0.0733
600078.SH,2008,0.6685,0.7012
600078.SH,2009,0.6987,0.8412
600078.SH,2010,0.0665,-2.6412
600078.SH,2011,0.0006,-7.3394
600078.SH,2012,0.3950,-0.4262
600078.SH,2013,0.5358,0.1433
600078.SH,2014,0.1537,-1.7055
600078.SH,2015,0.7055,0.8738
600078.SH,2016,0.0393,-3.1954
600078.SH,2017,0.4001,-0.4052
600079.SH,2008,0.7477,1.0866
600079.SH,2009,0.3595,-0.5774
600079.SH,2010,0.0139,-4.2608
600079.SH,2011,0.0373,-3.2521
600079.SH,2012,0.3796,-0.4914
600079.SH,2013,0.1921,-1.4365
600079.SH,2014,0.0323,-3.3987
600079.SH,2015,0.6745,0.7285
600079.SH,2016,0.0149,-4.1916
600079.SH,2017,0.2495,-1.1015
600080.SH,2008,0.6192,0.4861
600080.SH,2009,0.5904,0.3658
600080.SH,2010,0.1122,-2.0684
600080.SH,2011,0.0092,-4.6751
600080.SH,2012,0.2582,-1.0556
600080.SH,2013,0.3260,-0.7262
600080.SH,2014,0.1867,-1.4713
600080.SH,2015,0.6677,0.6978
600080.SH,2016,0.1242,-1.9529
600080.SH,2017,0.2897,-0.8967
600081.SH,2008,0.7400,1.0458
600081.SH,2009,0.4938,-0.0248
600081.SH,2010,0.0067,-4.9918
600081.SH,2011,0.0190,-3.9439
600081.SH,2012,0.5781,0.3149
600081.SH,2013,0.2030,-1.3678
600081.SH,2014,0.3295,-0.7103
600081.SH,2015,0.4674,-0.1306
600081.SH,2016,0.0114,-4.4612
600081.SH,2017,0.5664,0.2673
600082.SH,2008,0.6877,0.7893
600082.SH,2009,0.6682,0.7003
600082.SH,2010,0.0726,-2.5479
600082.SH,2011,0.0163,-4.1008
600082.SH,2012,0.4022,-0.3963
600082.SH,2013,0.2806,-0.9416
600082.SH,2014,0.5231,0.0927
600082.SH,2015,0.8495,1.7309
600082.SH,2016,0.0656,-2.6561
600082.SH,2017,0.6205,0.4915
600083.SH,2008,0.5188,0.0753
600083.SH,2009,0.4432,-0.2283
600083.SH,2010,0.0097,-4.6278
600083.SH,2011,0.0326,-3.3891
600083.SH,2012,0.1845,-1.4864
600083.SH,2013,0.1009,-2.1876
600083.SH,2014,0.2452,-1.1244
600083.SH,2015,0.5229,0.0915
600083.SH,2016,0.0082,-4.7930
600083.SH,2017,0.0046,-5.3729
600084.SH,2008,0.5187,0.0746
600084.SH,2009,0.2111,-1.3186
600084.SH,2010,0.0174,-4.0365
600084.SH,2011,0.0821,-2.4138
600084.SH,2012,0.2528,-1.0836
600084.SH,2013,0.3997,-0.4069
